query_key,category,scenario,endpoint,symbol_type,indicator_id,req_unique_id,attrs_json,time_range_json,template,periods,metric_name,english_name,description,aliases,is_interval_metric,period_values_json,exchange,access_guide
other_operating_income_v2|其他营业收入(新体系)|Other Operating Income,security,metric_lookup,series,market_code,other_operating_income_v2,other_operating_income_v2,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,其他营业收入(新体系),Other Operating Income,本科目加工与主营业务活动不相关的所有其他经营活动的收入,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
operating_costs_v2|营业成本(新体系)|Cost of Revenue,security,metric_lookup,series,market_code,operating_costs_v2,operating_costs_v2,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,营业成本(新体系),Cost of Revenue,企业为取得营业收入而发生的、与营业收入直接对应的成本。主要包括主营业务成本（如销售商品的采购成本、生产成本）和其它业务成本（如出租固定资产的折旧等）。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
balanced_free_cash_flow|每股自由现金流(前复权)|Free Cash Flow per Share (Adjusted),security,metric_lookup,series,market_code,balanced_free_cash_flow,balanced_free_cash_flow,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,每股自由现金流(前复权),Free Cash Flow per Share (Adjusted),每股自由现金流（前复权） 是指公司在经营活动中产生的自由现金流（经营现金流减去资本支出）除以总股本后得到的每股价值，并经过前复权调整以消除分红、送股或拆股等股本变动的影响，确保历史数据的连续性和可比性。该指标反映了公司每股实际可支配的现金流，能够更真实地衡量企业的盈利质量、财务稳健性以及回报股东（如分红、回购）的潜在能力。前复权处理使不同时期的每股自由现金流具备纵向可比性，帮助投资者判断公司长期现金流生成能力的趋势变化。若该指标持续增长，通常意味着公司具备较强的内生盈利能力和可持续增长潜力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
balanced_diluted_eps|摊薄每股收益(前复权)|Diluted Earnings per Share (Adjusted),security,metric_lookup,series,market_code,balanced_diluted_eps,balanced_diluted_eps,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,摊薄每股收益(前复权),Diluted Earnings per Share (Adjusted),摊薄每股收益（前复权） 是指在考虑潜在稀释性证券（如可转债、期权等）转换为普通股的影响后，计算出的每股收益，并对历史数据进行前复权调整，以确保不同时期的每股收益具有可比性。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
balanced_cash_equivalents|每股现金及等价物(前复权)|Cash and Cash Equivalents per Share (Adjusted),security,metric_lookup,series,market_code,balanced_cash_equivalents,balanced_cash_equivalents,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,每股现金及等价物(前复权),Cash and Cash Equivalents per Share (Adjusted),每股现金及等价物（前复权） 是指公司在特定时点的现金及现金等价物总额除以总股本后得到的每股价值，并经过前复权调整以保持历史数据的可比性。该指标反映了公司每股对应的即时流动性资产，可用于衡量企业的短期偿债能力、财务健康度以及潜在分红或回购能力。前复权处理确保了因分红、送股或拆股等股本变动导致的历史数据失真被修正，使不同时期的每股现金价值具有连贯性，便于投资者进行长期趋势分析。若该指标较高，通常说明公司拥有较强的资金储备和财务弹性。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
gross_profit_v2|毛利(新体系)|Gross Profit,security,metric_lookup,series,market_code,gross_profit_v2,gross_profit_v2,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,毛利(新体系),Gross Profit,营业收入减去营业成本后的余额。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
long_debt_assets_ratio|长期负债占总资产比率|Long-Term Debt to Total Assets Ratio,security,metric_lookup,series,market_code,long_debt_assets_ratio,long_debt_assets_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,长期负债占总资产比率,Long-Term Debt to Total Assets Ratio,长期负债占总资产比率衡量公司长期债务在总资产中的占比，反映长期财务杠杆水平。比率高说明依赖长期债务融资，可能增加财务风险但也能放大收益；比率低则财务结构更保守。该指标用于评估企业资本结构稳定性、偿债能力及行业对比，帮助投资者和债权人判断长期财务风险。不同行业合理区间差异较大（如公用事业通常较高，科技企业较低）。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
long_debt_equity_ratio|长期负债占股东权益比率|Long-Term Debt to Total Equity Ratio,security,metric_lookup,series,market_code,long_debt_equity_ratio,long_debt_equity_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,长期负债占股东权益比率,Long-Term Debt to Total Equity Ratio,长期负债占股东权益比率（Long-term Debt to Equity Ratio）是衡量企业长期财务杠杆的重要指标，该比率反映公司长期债务与自有资本的比例关系，用于评估企业的长期偿债能力和财务风险。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
cash_ratio|现金比率|Cash Ratio,security,metric_lookup,series,market_code,cash_ratio,cash_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,现金比率,Cash Ratio,现金比率（Cash Ratio）是衡量企业短期偿债能力的严格指标，该比率反映企业仅靠即时可变现资金偿还短期债务的能力，标准值通常≥0.2。比率越高说明短期流动性越强（但过高可能反映资金闲置），低于0.1则警示偿债风险。适用于需要严控流动性风险的行业（如金融、重资产领域），常与流动比率、速动比率结合分析。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
cash_debt_ratio|现金债务比率|Cash to Debt Ratio,security,metric_lookup,series,market_code,cash_debt_ratio,cash_debt_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,现金债务比率,Cash to Debt Ratio,现金债务比率（Cash to Debt Ratio）衡量企业可用现金及等价物覆盖短期债务的能力，反映短期流动性风险。比率>1说明现金足以偿付短期负债，流动性强；<1则可能面临偿债压力。该指标常用于评估企业短期财务安全，尤其适用于高负债或现金流波动大的行业分析。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
debt_capital_ratio|总债务资本比|Total Debt to Capital,security,metric_lookup,series,market_code,debt_capital_ratio,debt_capital_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,总债务资本比,Total Debt to Capital,总债务资本比（Total Debt to Capitalization Ratio）是衡量企业资本结构中债务占比的核心指标。该比率反映企业长期资金来源中债务融资的比例，通常以百分比呈现,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
ebit_margin|息税前利润/营业总收入|EBIT Margin,security,metric_lookup,series,market_code,ebit_margin,ebit_margin,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,息税前利润/营业总收入,EBIT Margin,息税前利润占营业收入的比例，反映核心经营盈利能力,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
ebitda_margin|EBITDA利润率|EBITDA Profit Margin,security,metric_lookup,series,market_code,ebitda_margin,ebitda_margin,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,EBITDA利润率,EBITDA Profit Margin,EBITDA利润率是企业息税折旧摊销前利润（EBITDA）占营业收入的百分比，用于衡量企业在扣除利息、税项、折旧及摊销前的核心盈利能力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
profit_before_tax_margin|税前利润率|Pretax Profit Margin,security,metric_lookup,series,market_code,profit_before_tax_margin,profit_before_tax_margin,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,税前利润率,Pretax Profit Margin,税前利润率（又称利润总额率）表示企业税前利润（利润总额）占营业收入的百分比，反映企业在扣除所有经营成本、利息支出后，但尚未缴纳所得税前的盈利能力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
free_cash_flow_margin|自由现金流利润率|Free Cash Flow Profit Margin,security,metric_lookup,series,market_code,free_cash_flow_margin,free_cash_flow_margin,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,自由现金流利润率,Free Cash Flow Profit Margin,自由现金流利润率衡量企业自由现金流（FCF）占营业收入的百分比，反映企业将收入转化为可自由支配现金流的能力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
"market_sell_administrative_expenses_ratio|营销，销售和一般管理费用率|Selling, General and Administrative Expenses Ratio",security,metric_lookup,series,market_code,market_sell_administrative_expenses_ratio,market_sell_administrative_expenses_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,营销，销售和一般管理费用率,"Selling, General and Administrative Expenses Ratio","营销、销售和一般管理费用率（SG&A Rate，Selling, General & Administrative Expense Ratio）表示企业在营销、销售及日常行政管理方面的费用占营业收入的百分比，反映企业在非生产性运营活动中的成本控制效率。",,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
assets_debt_ratio|总负债/总资产|Total Liabilities to Total Assets,security,metric_lookup,series,market_code,assets_debt_ratio,assets_debt_ratio,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,总负债/总资产,Total Liabilities to Total Assets,资产负债率,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
operating_profit_divide_income_total|营业利润率|Operating Profit Margin,security,metric_lookup,series,market_code,operating_profit_divide_income_total,operating_profit_divide_income_total,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,营业利润率,Operating Profit Margin,营业利润率是公司营业利润与营业收入的比率，反映核心业务的盈利能力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
sale_gross_margin|毛利率|Gross Profit Margin,security,metric_lookup,series,market_code,sale_gross_margin,sale_gross_margin,{},"{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""quarter_1""}",series-etf-30d.json,snapshot;quarter_1,毛利率,Gross Profit Margin,毛利率（Gross Margin）是公司销售收入减去销售成本后的利润占销售收入的比例，反映公司核心业务的盈利能力。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_BEGIN_END"
ev_ebitda_ratio_ttm|EV息税前折旧摊销前利润比(TTM)|Enterprise Multiple (TTM),security,metric_lookup,series,market_code,ev_ebitda_ratio_ttm,ev_ebitda_ratio_ttm,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,EV息税前折旧摊销前利润比(TTM),Enterprise Multiple (TTM),"是一种常用的估值指标，用来衡量公司每 1 元息税前利润对应多少企业价值（EV）。这个比率在投资分析、并购评估和公司比较中有重要意义。
---
指标意义
1、衡量企业估值水平
EV/EBITDA 表示企业整体价值是其核心经营利润的多少倍。这个倍数越高，代表市场给企业的估值越高，可能意味着企业成长性强，也可能估值偏高。越低可能意味着被低估。
例如：
	•	某公司 EV/EBITDA 为 8 倍，行业平均为 12 倍，可能存在估值低的机会。
	•	某公司为 15 倍，可能存在溢价或未来增长预期强烈。
2、跨公司或行业对比更公平
由于该指标不受利息、税率、折旧等影响，它比 PE（市盈率）更适用于不同资本结构或不同国家的公司之间的比较，尤其适合重资产行业（如制造、能源、基建等）。
3、企业并购估值常用指标
EV/EBITDA 常用于判断收购是否划算。收购方愿意为 EBITDA 付出多少倍的价格，直接决定了交易估值。例如 EBITDA 是 1 亿，交易估值 8 亿，意味着 EV/EBITDA 是 8 倍。。",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
pcf_ttm|市现率(TTM)|Price to Cash Ratio (TTM),security,metric_lookup,series,market_code,pcf_ttm,pcf_ttm,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,市现率(TTM),Price to Cash Ratio (TTM),"P/CF
市现率 TTM
计算公式
市现率 = 收盘价 * 流通普通股数 / 经营活动现金
### 核心业务含义与价值
市现率（TTM）是一个比市盈率（P/E）更稳健的估值工具，其业务价值主要体现在以下几个方面：
1. 评估估值：公司是“贵”还是“便宜”？
含义：这是其最直接的用途。与同行业其他公司或公司自身的历史水平进行比较，可以判断其当前估值水平。
解读：
较低的市现率：可能表明公司相对于其产生的现金流而言被低估（更便宜），或者市场认为其未来现金流会下降。
较高的市现率：通常意味着市场对公司的增长前景非常乐观，愿意为其未来的现金流增长支付溢价，也可能表明公司当前被高估。
2. 洞察盈利质量和财务健康度
含义：现金流比净利润更难被操纵。净利润可以通过折旧摊销、一次性损益、会计政策变更等方法来“美化”，但现金流是实实在在的“真金白银”。
解读：
如果一家公司净利润很高但经营现金流很差，这可能是一个危险信号（例如，大量收入是应收账款，没有实际收到钱）。此时市盈率（P/E）可能看起来很低，但市现率（P/CF）会很高，揭示出其盈利质量不佳。
反之，一家公司经营现金流持续、稳定地高于净利润，通常意味着其业务模式健康，盈利质量高，财务风险低。市现率能很好地反映出这一点。
3. 衡量短期偿债能力和风险
含义：强大的经营现金流是公司偿还到期债务、支付利息的最根本保障。
解读：一家市现率较低的公司（意味着现金流相对市值很充足），通常其短期偿债能力更强，财务风险更低，在经济下行周期中更具韧性。
4. 尤其适用于资本密集型或高折旧行业
含义：在这些行业中，巨大的折旧费用会大幅拉低报表利润（净利润），使得市盈率（P/E）失真地偏高。
解读：因为经营现金流 = 净利润 + 非现金支出（如折旧摊销），所以市现率消除了折旧的影响，能更准确地反映这类公司的真实盈利能力和估值水平。对于房地产、制造业、电信、能源等行业，市现率通常比市盈率更有参考价值。",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
pe_ttm|市盈率(TTM)|Price to Earnings Ratio (TTM),security,metric_lookup,series,market_code,pe_ttm,pe_ttm,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,市盈率(TTM),Price to Earnings Ratio (TTM),"定义：表示总市值与过去连续十二个月（四个财季）每股收益（EPS）的比率，也被称作滚动市盈率。
特点‌：数据更新及时，平衡历史与当前表现。
公式：
    个股 =总市值 / 净利润TTM
    指数 = ∑成分股总市值 / ∑成分股净利润TTM
    注意：用的是最近四个季度|最近连续12个月的净利润，更多详见计算公式
数据标准参考：
1、个股数据基准可参考交易所披露信息
[上交所](https://www.sse.com.cn/assortment/stock/list/info/company/index.shtml?COMPANY_CODE=600000)
[深交所](http://www.szse.cn/market/stock/active/index.html)
2、指数数据基准可参考[中证指数官网](https://www.csindex.com.cn/#/dataService/indexDashboard)",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
ps_ttm|市销率(TTM)|Price to Sales Ratio (TTM),security,metric_lookup,series,market_code,ps_ttm,ps_ttm,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,市销率(TTM),Price to Sales Ratio (TTM),"市销率 是衡量一家企业估值的常用指标之一，它反映的是投资者为每一元营业收入愿意支付的股价。相比市盈率（P/E）更适用于尚未盈利或盈利波动大的公司。
•P/S 越低：表示用较低的价格买到较高的收入，可能存在低估机会。
•P/S 越高：可能意味着估值偏高，或者市场对其未来增长有较高预期。
**计算公式**
市销率TTM =  总市值 /  营业总收入TTM
**指数计算公式**
市销率TTM =  ∑成分股总市值 /  ∑营业总收入TTM
---
<span style=""color:red"">注意：大盘类指数成分股非指数公布成分股</span>
以下指数成分股特殊处理，使用板块下成分股替换指数原有成分股：
""16:1A0001"" -> ""BACA""
""16:1A0002"" -> ""15""
""16:1A0003"" -> ""16""
""16:1B0680"" -> ""C902""
""32:399001"" -> ""BAC9""
""32:399002"" -> ""1B""
""32:399003"" -> ""1C""
""32:399006"" -> ""CFE4""
""144:899050"" -> ""CA8B""
示例：
指数代码为大盘类指数，需要使用市场级别代码表；示例：如1B0680，使用全部 68* 开头的代码作为指数成分股；
---
<span style=""color:red"">注意：指数成分股存在多交易币种</span>
**汇率转换** 使用指数所属市场的默认汇率作为目标汇率，成分股币种转换到指数默认币种
示例：上证指数中存在 A、B 股，B 股需要将 USD 转换为 CNY 后进行求和",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
total_market_value|总市值|Equity Market Capitalization,security,metric_lookup,series,market_code,total_market_value,total_market_value,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,总市值,Equity Market Capitalization,"在金融领域中，总市值（Market Capitalization），也常被称为市值，是指一家上市公司在股票市场上的价值总和。它通过将公司的股票价格乘以已发行股票的总数来计算得出。总市值是衡量公司规模和市场对公司价值评估的一个重要指标。
目前支持品种，A股，A股指数;
目前支持周期情况:
A股: 快照
A股指数: 支持近30日历史日线（day_1）&快照
---
<span style=""color:red"">注意：大盘类指数成分股非指数公布成分股</span>
以下指数成分股特殊处理，使用板块下成分股替换指数原有成分股：
""16:1A0001"" -> ""BACA""
""16:1A0002"" -> ""15""
""16:1A0003"" -> ""16""
""16:1B0688"" -> ""C902""
""32:399001"" -> ""BAC9""
""32:399002"" -> ""1B""
""32:399003"" -> ""1C""
""32:399006"" -> ""CFE4""
""144:899050"" -> ""CA8B""
示例：
指数代码为大盘类指数，需要使用市场级别代码表；示例：如1B0688，使用全部 68* 开头的代码作为指数成分股；
---
<span style=""color:red"">注意：指数成分股存在多交易币种</span>
**汇率转换** 使用指数所属市场的默认汇率作为目标汇率，成分股币种转换到指数默认币种
示例：上证指数中存在 A、B 股，B 股需要将 USD 转换为 CNY 后进行求和",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
ev|企业价值|Enterprise Value,security,metric_lookup,series,market_code,ev,ev,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,企业价值,Enterprise Value,"EV（Enterprise Value，企业价值），是衡量一家公司的整体价值的一种指标，代表理论上收购这家公司所需要支付的全部价格。
相比市值（只看股东部分），EV 同时考虑了：
	•	股东价值（市值）
	•	债权人价值（负债）
	•	公司自身持有的现金（可抵减收购成本）
---
EV 的实际用途和意义
1、评估收购成本
EV 代表“假如你要买下整家公司”，你需要花的“净总价”
更贴近并购市场的真实支付金额
2、相对估值的重要基准
EV 通常与 EBITDA（税息折旧及摊销前利润）等指标配对，构建估值比率：",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
ext_metric_highlight|亮点描述|Core Highlights,security,metric_lookup,snapshot,market_code,ext_metric_highlight,ext_metric_highlight,{},{},stock-detail.json,snapshot,亮点描述,Core Highlights,指企业的优势、特色和优秀表现的亮点，是指企业在市场竞争中具有一定优势的方面。这些亮点可能包括企业具有独特的技术、产品、服务、市场份额或财务表现等。企业的亮点通常是在市场营销和企业宣传中被强调和突出的。企业的亮点可以为公司树立品牌形象、提高企业知名度、吸引更多的投资和客户等方面提供重要的帮助。在投资分析中，了解一个企业的亮点和优势是十分重要的，投资者可以基于这些亮点来判断一家公司的企业价值和发展前景，并为投资决策提供参考。,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
inr-volatility-avg|区间振幅（基于最低价）|Volatility,security,metric_lookup,snapshot,market_code,inr-volatility-avg,inr-volatility-avg,"{""period_type"":{""children"":null,""default"":null,""enum_options"":[{""label"":""null"",""value"":null},{""label"":""rolling"",""value"":""rolling""},{""label"":""rolling2"",""value"":""rolling2""}],""example"":null,""name"":""period_type"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""time_period"":{""children"":null,""default"":""min_*"",""enum_options"":[{""label"":""不限trade_class且*>1"",""value"":""min_*""},{""label"":""限制intraday"",""value"":""day_*""},{""label"":""限制intraday"",""value"":""week_*""},{""label"":""限制intraday"",""value"":""month_*""},{""label"":""限制intraday"",""value"":""year_*""}],""example"":""min_*"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,min_*;day_*;week_*;month_*;year_*,区间振幅（基于最低价）,Volatility,"周波动率=过去7天内每根k线的日波动率的平均数，取自然日
但是日波动率 = (最高价 - 最低价) x 100 / |最低价| %  （不考虑前一根K线的收盘价）
月波动率=过去30天内每根k线的日波动率的平均数 ，取自然日
但是日波动率 = (最高价 - 最低价) x 100 / |最低价| %  （不考虑前一根K线的收盘价）",区间振幅（基于最低价）,true,"[""min_*"",""day_*"",""week_*"",""month_*"",""year_*""]","UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
inr-volatility-avg|区间振幅（基于最低价）|Volatility,security,metric_lookup,snapshot,market_code,inr-volatility-avg,inr-volatility-avg,"{""period_type"":{""children"":null,""default"":null,""enum_options"":[{""label"":""null"",""value"":null},{""label"":""rolling"",""value"":""rolling""},{""label"":""rolling2"",""value"":""rolling2""}],""example"":null,""name"":""period_type"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""time_period"":{""children"":null,""default"":""min_*"",""enum_options"":[{""label"":""不限trade_class且*>1"",""value"":""min_*""},{""label"":""限制intraday"",""value"":""day_*""},{""label"":""限制intraday"",""value"":""week_*""},{""label"":""限制intraday"",""value"":""month_*""},{""label"":""限制intraday"",""value"":""year_*""}],""example"":""min_*"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,min_*;day_*;week_*;month_*;year_*,区间振幅（基于最低价）,Volatility,"周波动率=过去7天内每根k线的日波动率的平均数，取自然日
但是日波动率 = (最高价 - 最低价) x 100 / |最低价| %  （不考虑前一根K线的收盘价）
月波动率=过去30天内每根k线的日波动率的平均数 ，取自然日
但是日波动率 = (最高价 - 最低价) x 100 / |最低价| %  （不考虑前一根K线的收盘价）",区间振幅（基于最低价）,true,"[""min_*"",""day_*"",""week_*"",""month_*"",""year_*""]","UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
