market_code,security_name_zh
UBAF:USUALUSDT.P,Usual/Tether Perpetual
UBAF:USUSDT.P,Talus Network/Tether Perpetual
UBAF:UXLINKUSDT.P,
UBAF:VANAUSDT.P,Vana/Tether Perpetual
UBAF:VANRYUSDT.P,Vanar Chain/Tether Perpetual
UBAF:VELODROMEUSDT.P,Velodrome Finance/Tether Perpetual
UBAF:VELVETUSDT.P,Velvet/Tether Perpetual
UBAF:VETUSD.P,
UBAF:VETUSDT.P,VeChain/Tether Perpetual
UBAF:VFYUSDT.P,
UBAF:VICUSDT.P,Viction/Tether Perpetual
UBAF:VIDTUSDT.P,
UBAF:VINEUSDT.P,Vine Coin/Tether Perpetual
UBAF:VIRTUALUSDT.P,Virtuals Protocol/Tether Perpetual
UBAF:VOXELUSDT.P,
UBAF:VTHOUSDT.P,VeThor Token/Tether Perpetual
UBAF:VVVUSDT.P,Venice Token/Tether Perpetual
UBAF:WALUSDT.P,Walrus/Tether Perpetual
UBAF:WAVESUSDT.P,
UBAF:WAXPUSDT.P,WAX/Tether Perpetual
UBAF:WCTUSDT.P,WalletConnect Token/Tether Perpetual
UBAF:WETUSDT.P,Humidifi/Tether Perpetual
UBAF:WIFUSD.P,dogwifhat/US Dollar Perpetual
UBAF:WIFUSDC.P,dogwifhat/USDC Perpetual
UBAF:WIFUSDT.P,dogwifhat/Tether Perpetual
UBAF:WLDUSD.P,Worldcoin/US Dollar Perpetual
UBAF:WLDUSDC.P,Worldcoin/USDC Perpetual
UBAF:WLDUSDT.P,Worldcoin/Tether Perpetual
UBAF:WLFIUSDC.P,World Liberty Financial/USDC Perpetual
UBAF:WLFIUSDT.P,World Liberty Financial/Tether Perpetual
UBAF:WOOUSDT.P,WOO/Tether Perpetual
UBAF:WUSDT.P,Wormhole/Tether Perpetual
UBAF:XAIUSDT.P,Xai/Tether Perpetual
UBAF:XANUSDT.P,Anoma/Tether Perpetual
UBAF:XCNUSDT.P,
UBAF:XEMUSDT.P,
UBAF:XLMUSD.P,Stellar/US Dollar Perpetual
UBAF:XLMUSDT.P,Stellar/Tether Perpetual
UBAF:XMRUSDT.P,Monero/Tether Perpetual
UBAF:XNYUSDT.P,Codatta/Tether Perpetual
UBAF:XPINUSDT.P,XPIN Network/Tether Perpetual
UBAF:XPLUSDT.P,Plasma/Tether Perpetual
UBAF:XRPUSD.250926,
UBAF:XRPUSD.251226,
UBAF:XRPUSD.260327,XRP/US Dollar (Mar 2026)
UBAF:XRPUSD.260626,XRP/US Dollar (Jun 2026)
UBAF:XRPUSD.P,XRP/US Dollar Perpetual
UBAF:XRPUSDC.P,XRP/USDC Perpetual
UBAF:XRPUSDT.P,XRP/Tether Perpetual
UBAF:XTZUSD.P,
UBAF:XTZUSDT.P,Tezos/Tether Perpetual
UBAF:XVGUSDT.P,Verge/Tether Perpetual
UBAF:XVSUSDT.P,Venus/Tether Perpetual
UBAF:YALAUSDT.P,
UBAF:YBUSDT.P,YieldBasis/Tether Perpetual
UBAF:YFIUSDT.P,yearn.finance/Tether Perpetual
UBAF:YGGUSDT.P,Yield Guild Games/Tether Perpetual
UBAF:ZAMAUSDT.P,Zama/Tether Perpetual
UBAF:ZBTUSDT.P,ZEROBASE/Tether Perpetual
UBAF:ZECUSDC.P,Zcash/USDC Perpetual
UBAF:ZECUSDT.P,Zcash/Tether Perpetual
UBAF:ZENUSDT.P,Horizen/Tether Perpetual
UBAF:ZEREBROUSDT.P,Zerebro/Tether Perpetual
UBAF:ZETAUSDT.P,ZetaChain/Tether Perpetual
UBAF:ZILUSD.P,
UBAF:ZILUSDT.P,Zilliqa/Tether Perpetual
UBAF:ZKCUSDT.P,Boundless/Tether Perpetual
UBAF:ZKJUSDT.P,Polyhedra Network/Tether Perpetual
UBAF:ZKPUSDT.P,zkPass/Tether Perpetual
UBAF:ZKUSDT.P,ZKsync/Tether Perpetual
UBAF:ZORAUSDT.P,ZORA/Tether Perpetual
UBAF:ZRCUSDT.P,
UBAF:ZROUSDT.P,LayerZero/Tether Perpetual
UBAF:ZRXUSDT.P,0x Protocol/Tether Perpetual
UBAF:币安人生USDT.P,
UBAX:0GBNB,
UBAX:0GFDUSD,
UBAX:0GTRY,0G/Turkish Lira
UBAX:0GUSDC,0G/USDC
UBAX:0GUSDT,0G/Tether
UBAX:1000CATBNB,
UBAX:1000CATFDUSD,
UBAX:1000CATTRY,1000*Simon's Cat/Turkish Lira
UBAX:1000CATUSDC,1000*Simon's Cat/USDC
UBAX:1000CATUSDT,1000*Simon's Cat/Tether
UBAX:1000CHEEMSUSDC,1000*Cheems/USDC
UBAX:1000CHEEMSUSDT,1000*Cheems/Tether
UBAX:1000SATSFDUSD,
UBAX:1000SATSTRY,1000*SATS/Turkish Lira
UBAX:1000SATSUSDC,1000*SATS/USDC
UBAX:1000SATSUSDT,1000*SATS/Tether
UBAX:1INCHBTC,1inch/Bitcoin
UBAX:1INCHUSDC,1inch/USDC
UBAX:1INCHUSDT,1inch/Tether
UBAX:1MBABYDOGEFDUSD,
UBAX:1MBABYDOGETRY,1M*Baby Doge Coin/Turkish Lira
UBAX:1MBABYDOGEUSDC,1M*Baby Doge Coin/USDC
UBAX:1MBABYDOGEUSDT,1M*Baby Doge Coin/Tether
UBAX:2ZBNB,
UBAX:2ZFDUSD,
UBAX:2ZTRY,DoubleZero/Turkish Lira
UBAX:2ZUSDC,DoubleZero/USDC
UBAX:2ZUSDT,DoubleZero/Tether
UBAX:A2ZUSDC,Arena-Z/USDC
UBAX:A2ZUSDT,
UBAX:AAVEBTC,Aave/Bitcoin
UBAX:AAVEETH,Aave/Ethereum
UBAX:AAVEFDUSD,
UBAX:AAVETRY,Aave/Turkish Lira
UBAX:AAVEU,Aave/Union
UBAX:AAVEUSDC,Aave/USDC
UBAX:AAVEUSDT,Aave/Tether
UBAX:ABTC,
UBAX:ACATRY,
UBAX:ACAUSDT,
UBAX:ACETRY,Fusionist/Turkish Lira
UBAX:ACEUSDT,Fusionist/Tether
UBAX:ACHBTC,
UBAX:ACHTRY,Alchemy Pay/Turkish Lira
UBAX:ACHUSDC,Alchemy Pay/USDC
UBAX:ACHUSDT,Alchemy Pay/Tether
UBAX:ACMTRY,AC Milan Fan Token/Turkish Lira
UBAX:ACMUSDT,AC Milan Fan Token/Tether
UBAX:ACTEUR,
UBAX:ACTFDUSD,
UBAX:ACTTRY,Act I : The AI Prophecy/Turkish Lira
UBAX:ACTUSDC,Act I : The AI Prophecy/USDC
UBAX:ACTUSDT,Act I : The AI Prophecy/Tether
UBAX:ACXTRY,Across Protocol/Turkish Lira
UBAX:ACXUSDC,Across Protocol/USDC
UBAX:ACXUSDT,Across Protocol/Tether
UBAX:ADABNB,Cardano/BNB
UBAX:ADABRL,Cardano/Brazilian Real
UBAX:ADABTC,Cardano/Bitcoin
UBAX:ADAETH,Cardano/Ethereum
UBAX:ADAEUR,Cardano/Euro
UBAX:ADAFDUSD,Cardano/First Digital USD
UBAX:ADAIDR,Cardano/Rupiah
UBAX:ADAJPY,Cardano/Yen
UBAX:ADATRY,Cardano/Turkish Lira
UBAX:ADAU,Cardano/Union
UBAX:ADAUSD1,Cardano/World Liberty Financial USD
UBAX:ADAUSDC,Cardano/USDC
UBAX:ADAUSDT,Cardano/Tether
UBAX:ADXBTC,AdEx/Bitcoin
UBAX:ADXETH,
UBAX:ADXUSDT,AdEx/Tether
UBAX:AETH,
UBAX:AEURUSDT,Anchored Coins AEUR/Tether
UBAX:AEVOBTC,
UBAX:AEVOFDUSD,
UBAX:AEVOTRY,Aevo/Turkish Lira
UBAX:AEVOUSDC,Aevo/USDC
UBAX:AEVOUSDT,Aevo/Tether
UBAX:AFDUSD,
UBAX:AGLDBTC,
UBAX:AGLDUSDT,Adventure Gold/Tether
UBAX:AIBNB,
UBAX:AIBTC,
UBAX:AIFDUSD,
UBAX:AITRY,Sleepless AI/Turkish Lira
UBAX:AIUSDT,Sleepless AI/Tether
UBAX:AIXBTTRY,aixbt/Turkish Lira
UBAX:AIXBTUSDC,aixbt/USDC
UBAX:AIXBTUSDT,aixbt/Tether
UBAX:AKROUSDT,
UBAX:ALCXUSDT,Alchemix/Tether
UBAX:ALGOBTC,Algorand/Bitcoin
UBAX:ALGOTRY,Algorand/Turkish Lira
UBAX:ALGOUSDC,Algorand/USDC
UBAX:ALGOUSDT,Algorand/Tether
UBAX:ALICETRY,MyNeighborAlice/Turkish Lira
UBAX:ALICEUSDT,MyNeighborAlice/Tether
UBAX:ALLOBNB,
UBAX:ALLOTRY,Allora/Turkish Lira
UBAX:ALLOUSDC,Allora/USDC
UBAX:ALLOUSDT,Allora/Tether
UBAX:ALPACAUSDT,
UBAX:ALPHAUSDT,
UBAX:ALPINETRY,Alpine F1 Team Fan Token/Turkish Lira
UBAX:ALPINEUSDT,Alpine F1 Team Fan Token/Tether
UBAX:ALTBNB,Altlayer/BNB
UBAX:ALTBTC,Altlayer/Bitcoin
UBAX:ALTFDUSD,
UBAX:ALTTRY,Altlayer/Turkish Lira
UBAX:ALTUSDC,Altlayer/USDC
UBAX:ALTUSDT,Altlayer/Tether
UBAX:AMPTRY,Amp/Turkish Lira
UBAX:AMPUSDT,Amp/Tether
UBAX:ANCUSDT,
UBAX:ANIMEFDUSD,
UBAX:ANIMETRY,Animecoin/Turkish Lira
UBAX:ANIMEUSDC,Animecoin/USDC
UBAX:ANIMEUSDT,Animecoin/Tether
UBAX:ANKRBTC,
UBAX:ANKRTRY,Ankr/Turkish Lira
UBAX:ANKRUSDT,Ankr/Tether
UBAX:APEBTC,
UBAX:APEFDUSD,
UBAX:APETRY,ApeCoin/Turkish Lira
UBAX:APEUSDC,ApeCoin/USDC
UBAX:APEUSDT,ApeCoin/Tether
UBAX:API3BTC,
UBAX:API3TRY,API3/Turkish Lira
UBAX:API3USDC,API3/USDC
UBAX:API3USDT,API3/Tether
UBAX:APTBTC,Aptos/Bitcoin
UBAX:APTETH,Aptos/Ethereum
UBAX:APTEUR,Aptos/Euro
UBAX:APTFDUSD,Aptos/First Digital USD
UBAX:APTJPY,Aptos/Yen
UBAX:APTTRY,Aptos/Turkish Lira
UBAX:APTUSDC,Aptos/USDC
UBAX:APTUSDT,Aptos/Tether
UBAX:ARBBTC,Arbitrum/Bitcoin
UBAX:ARBETH,Arbitrum/Ethereum
UBAX:ARBEUR,Arbitrum/Euro
UBAX:ARBFDUSD,
UBAX:ARBIDR,Arbitrum/Rupiah
UBAX:ARBTC,Arweave/Bitcoin
UBAX:ARBTRY,Arbitrum/Turkish Lira
UBAX:ARBTUSD,Arbitrum/TrueUSD
UBAX:ARBUSDC,Arbitrum/USDC
UBAX:ARBUSDT,Arbitrum/Tether
UBAX:ARDRBTC,
UBAX:ARDRUSDT,Ardor/Tether
UBAX:ARFDUSD,
UBAX:ARKMBNB,
UBAX:ARKMBTC,
UBAX:ARKMFDUSD,
UBAX:ARKMTRY,Arkham/Turkish Lira
UBAX:ARKMUSDC,Arkham/USDC
UBAX:ARKMUSDT,Arkham/Tether
UBAX:ARKTRY,Ark/Turkish Lira
UBAX:ARKUSDT,Ark/Tether
UBAX:ARPABTC,
UBAX:ARPATRY,ARPA/Turkish Lira
UBAX:ARPAUSDT,ARPA/Tether
UBAX:ARTRY,Arweave/Turkish Lira
UBAX:ARUSDC,Arweave/USDC
UBAX:ARUSDT,Arweave/Tether
UBAX:ASRTRY,AS Roma Fan Token/Turkish Lira
UBAX:ASRUSDT,AS Roma Fan Token/Tether
UBAX:ASTERIDR,Aster/Rupiah
UBAX:ASTERTRY,Aster/Turkish Lira
UBAX:ASTERU,Aster/Union
UBAX:ASTERUSD1,Aster/World Liberty Financial USD
UBAX:ASTERUSDC,Aster/USDC
UBAX:ASTERUSDT,Aster/Tether
UBAX:ASTRBTC,
UBAX:ASTRUSDT,Astar/Tether
UBAX:ATABTC,
UBAX:ATAUSDT,Automata Network/Tether
UBAX:ATBNB,
UBAX:ATMTRY,Atletico De Madrid Fan Token/Turkish Lira
UBAX:ATMUSDT,Atletico De Madrid Fan Token/Tether
UBAX:ATOMBTC,Cosmos/Bitcoin
UBAX:ATOMETH,
UBAX:ATOMEUR,Cosmos/Euro
UBAX:ATOMFDUSD,Cosmos/First Digital USD
UBAX:ATOMTRY,Cosmos/Turkish Lira
UBAX:ATOMUSDC,Cosmos/USDC
UBAX:ATOMUSDT,Cosmos/Tether
UBAX:ATRY,Vaulta/Turkish Lira
UBAX:ATTRY,APRO/Turkish Lira
UBAX:ATUSDC,APRO/USDC
UBAX:ATUSDT,APRO/Tether
UBAX:AUCTIONBTC,
UBAX:AUCTIONFDUSD,
UBAX:AUCTIONTRY,Bounce Token/Turkish Lira
UBAX:AUCTIONUSDC,Bounce Token/USDC
UBAX:AUCTIONUSDT,Bounce Token/Tether
UBAX:AUDIOBTC,
UBAX:AUDIOTRY,Audius/Turkish Lira
UBAX:AUDIOUSDT,Audius/Tether
UBAX:AUSDC,Vaulta/USDC
UBAX:AUSDT,Vaulta/Tether
UBAX:AUTOUSDT,
UBAX:AVABTC,AVA/Bitcoin
UBAX:AVAUSDT,AVA/Tether
UBAX:AVAXBNB,
UBAX:AVAXBRL,Avalanche/Brazilian Real
UBAX:AVAXBTC,Avalanche/Bitcoin
UBAX:AVAXETH,Avalanche/Ethereum
UBAX:AVAXEUR,Avalanche/Euro
UBAX:AVAXFDUSD,Avalanche/First Digital USD
UBAX:AVAXIDR,Avalanche/Rupiah
UBAX:AVAXTRY,Avalanche/Turkish Lira
UBAX:AVAXU,Avalanche/Union
UBAX:AVAXUSD1,Avalanche/World Liberty Financial USD
UBAX:AVAXUSDC,Avalanche/USDC
UBAX:AVAXUSDT,Avalanche/Tether
UBAX:AVNTTRY,Avantis/Turkish Lira
UBAX:AVNTUSDC,Avantis/USDC
UBAX:AVNTUSDT,Avantis/Tether
UBAX:AWEBTC,
UBAX:AWEUSDT,AWE/Tether
UBAX:AXLBTC,Axelar/Bitcoin
UBAX:AXLTRY,Axelar/Turkish Lira
UBAX:AXLUSDT,Axelar/Tether
UBAX:AXSBNB,
UBAX:AXSBTC,Axie Infinity/Bitcoin
UBAX:AXSETH,
UBAX:AXSTRY,Axie Infinity/Turkish Lira
UBAX:AXSUSDC,Axie Infinity/USDC
UBAX:AXSUSDT,Axie Infinity/Tether
UBAX:BABYBNB,
UBAX:BABYEUR,
UBAX:BABYFDUSD,
UBAX:BABYTRY,Babylon/Turkish Lira
UBAX:BABYUSDC,Babylon/USDC
UBAX:BABYUSDT,Babylon/Tether
UBAX:BADGERUSDT,
UBAX:BAKEBTC,
UBAX:BAKETRY,
UBAX:BAKEUSDT,
UBAX:BALUSDT,
UBAX:BANANABNB,
UBAX:BANANABTC,
UBAX:BANANAFDUSD,Banana Gun/First Digital USD
UBAX:BANANAS31USDC,Banana For Scale/USDC
UBAX:BANANAS31USDT,Banana For Scale/Tether
UBAX:BANANATRY,Banana Gun/Turkish Lira
UBAX:BANANAUSDC,Banana Gun/USDC
UBAX:BANANAUSDT,Banana Gun/Tether
UBAX:BANDBTC,Band/Bitcoin
UBAX:BANDUSDT,Band/Tether
UBAX:BANKTRY,Lorenzo Protocol/Turkish Lira
UBAX:BANKUSDC,Lorenzo Protocol/USDC
UBAX:BANKUSDT,Lorenzo Protocol/Tether
UBAX:BARDBNB,
UBAX:BARDFDUSD,
UBAX:BARDTRY,Lombard/Turkish Lira
UBAX:BARDUSDC,Lombard/USDC
UBAX:BARDUSDT,Lombard/Tether
UBAX:BARTRY,FC Barcelona Fan Token/Turkish Lira
UBAX:BARUSDT,FC Barcelona Fan Token/Tether
UBAX:BATBTC,Basic Attention Token/Bitcoin
UBAX:BATUSDT,Basic Attention Token/Tether
UBAX:BBBNB,
UBAX:BBBTC,
UBAX:BBFDUSD,
UBAX:BBTRY,BounceBit/Turkish Lira
UBAX:BBUSDC,BounceBit/USDC
UBAX:BBUSDT,BounceBit/Tether
UBAX:BCHBNB,Bitcoin Cash/BNB
UBAX:BCHBTC,Bitcoin Cash/Bitcoin
UBAX:BCHEUR,Bitcoin Cash/Euro
UBAX:BCHFDUSD,Bitcoin Cash/First Digital USD
UBAX:BCHJPY,Bitcoin Cash/Yen
UBAX:BCHTRY,Bitcoin Cash/Turkish Lira
UBAX:BCHU,Bitcoin Cash/Union
UBAX:BCHUSD1,Bitcoin Cash/World Liberty Financial USD
UBAX:BCHUSDC,Bitcoin Cash/USDC
UBAX:BCHUSDT,Bitcoin Cash/Tether
UBAX:BEAMXTRY,Beam/Turkish Lira
UBAX:BEAMXUSDC,Beam/USDC
UBAX:BEAMXUSDT,Beam/Tether
UBAX:BELBTC,
UBAX:BELTRY,Bella Protocol/Turkish Lira
UBAX:BELUSDT,Bella Protocol/Tether
UBAX:BERABNB,
UBAX:BERABTC,
UBAX:BERAFDUSD,
UBAX:BERATRY,Berachain/Turkish Lira
UBAX:BERAUSDC,Berachain/USDC
UBAX:BERAUSDT,Berachain/Tether
UBAX:BFUSDUSDC,BFUSD/USDC
UBAX:BFUSDUSDT,BFUSD/Tether
UBAX:BICOBTC,
UBAX:BICOUSDT,Biconomy/Tether
UBAX:BIFIUSDT,Beefy/Tether
UBAX:BIGTIMEUSDC,Big Time/USDC
UBAX:BIGTIMEUSDT,Big Time/Tether
UBAX:BIOBNB,
UBAX:BIOFDUSD,
UBAX:BIOTRY,Bio Protocol/Turkish Lira
UBAX:BIOUSDC,Bio Protocol/USDC
UBAX:BIOUSDT,Bio Protocol/Tether
UBAX:BLURTRY,Blur/Turkish Lira
UBAX:BLURUSDC,Blur/USDC
UBAX:BLURUSDT,Blur/Tether
UBAX:BMTBNB,
UBAX:BMTFDUSD,
UBAX:BMTTRY,Bubblemaps/Turkish Lira
UBAX:BMTUSDC,Bubblemaps/USDC
UBAX:BMTUSDT,Bubblemaps/Tether
UBAX:BNBARS,BNB/Argentine Peso
UBAX:BNBBRL,BNB/Brazilian Real
UBAX:BNBBTC,BNB/Bitcoin
UBAX:BNBETH,BNB/Ethereum
UBAX:BNBEUR,BNB/Euro
UBAX:BNBFDUSD,BNB/First Digital USD
UBAX:BNBIDR,BNB/Rupiah
UBAX:BNBJPY,BNB/Yen
UBAX:BNBTRY,BNB/Turkish Lira
UBAX:BNBTUSD,BNB/TrueUSD
UBAX:BNBU,BNB/Union
UBAX:BNBUSD,BNB/US Dollar
UBAX:BNBUSD1,BNB/World Liberty Financial USD
UBAX:BNBUSDC,BNB/USDC
UBAX:BNBUSDT,BNB/Tether
UBAX:BNSOLSOL,Binance Staked SOL/Solana
UBAX:BNSOLUSDT,Binance Staked SOL/Tether
UBAX:BNTUSDT,Bancor/Tether
UBAX:BNXUSDT,
UBAX:BOMEEUR,
UBAX:BOMEFDUSD,
UBAX:BOMEIDR,BOOK OF MEME/Rupiah
UBAX:BOMETRY,BOOK OF MEME/Turkish Lira
UBAX:BOMEUSDC,BOOK OF MEME/USDC
UBAX:BOMEUSDT,BOOK OF MEME/Tether
UBAX:BONDUSDT,
UBAX:BONKBRL,Bonk/Brazilian Real
UBAX:BONKFDUSD,Bonk/First Digital USD
UBAX:BONKTRY,Bonk/Turkish Lira
UBAX:BONKUSDC,Bonk/USDC
UBAX:BONKUSDT,Bonk/Tether
UBAX:BREVBNB,Brevis/BNB
UBAX:BREVTRY,Brevis/Turkish Lira
UBAX:BREVUSDC,Brevis/USDC
UBAX:BREVUSDT,Brevis/Tether
UBAX:BROCCOLI714USDC,CZ's Dog/USDC
UBAX:BROCCOLI714USDT,CZ's Dog/Tether
UBAX:BSWTRY,
UBAX:BSWUSDT,
UBAX:BTCARS,Bitcoin/Argentine Peso
UBAX:BTCBRL,Bitcoin/Brazilian Real
UBAX:BTCDAI,Bitcoin/Dai
UBAX:BTCEUR,Bitcoin/Euro
UBAX:BTCEURI,Bitcoin/Eurite
UBAX:BTCFDUSD,Bitcoin/First Digital USD
UBAX:BTCIDR,Bitcoin/Rupiah
UBAX:BTCJPY,Bitcoin/Yen
UBAX:BTCMXN,Bitcoin/Mexican Peso
UBAX:BTCPLN,Bitcoin/Zloty
UBAX:BTCRON,
UBAX:BTCTRY,Bitcoin/Turkish Lira
UBAX:BTCTUSD,Bitcoin/TrueUSD
UBAX:BTCU,Bitcoin/Union
UBAX:BTCUAH,
UBAX:BTCUSD,Bitcoin/US Dollar
UBAX:BTCUSD1,Bitcoin/World Liberty Financial USD
UBAX:BTCUSDC,Bitcoin/USDC
UBAX:BTCUSDT,Bitcoin/Tether
UBAX:BTCZAR,
UBAX:BTSUSDT,
UBAX:BTTCTRY,BitTorrent/Turkish Lira
UBAX:BTTCUSDT,BitTorrent/Tether
UBAX:C98USDT,Coin98/Tether
UBAX:CAKEBNB,PancakeSwap/BNB
UBAX:CAKEBTC,PancakeSwap/Bitcoin
UBAX:CAKETRY,PancakeSwap/Turkish Lira
UBAX:CAKEUSDC,PancakeSwap/USDC
UBAX:CAKEUSDT,PancakeSwap/Tether
UBAX:CATITRY,Catizen/Turkish Lira
UBAX:CATIUSDC,Catizen/USDC
UBAX:CATIUSDT,Catizen/Tether
UBAX:CBNB,
UBAX:CELOBTC,Celo/Bitcoin
UBAX:CELOTRY,Celo/Turkish Lira
UBAX:CELOUSDT,Celo/Tether
UBAX:CELRUSDT,Celer Network/Tether
UBAX:CETUSTRY,Cetus Protocol/Turkish Lira
UBAX:CETUSUSDC,Cetus Protocol/USDC
UBAX:CETUSUSDT,Cetus Protocol/Tether
UBAX:CFDUSD,
UBAX:CFGTRY,Centrifuge/Turkish Lira
UBAX:CFGUSDC,Centrifuge/USDC
UBAX:CFGUSDT,Centrifuge/Tether
UBAX:CFXBTC,Conflux/Bitcoin
UBAX:CFXTRY,Conflux/Turkish Lira
UBAX:CFXUSDC,Conflux/USDC
UBAX:CFXUSDT,Conflux/Tether
UBAX:CGPTUSDC,ChainGPT/USDC
UBAX:CGPTUSDT,ChainGPT/Tether
UBAX:CHESSUSDC,
UBAX:CHESSUSDT,
UBAX:CHRBTC,
UBAX:CHRUSDT,Chromia/Tether
UBAX:CHZBNB,
UBAX:CHZBTC,Chiliz/Bitcoin
UBAX:CHZTRY,Chiliz/Turkish Lira
UBAX:CHZUSDC,Chiliz/USDC
UBAX:CHZUSDT,Chiliz/Tether
UBAX:CITYTRY,Manchester City Fan Token/Turkish Lira
UBAX:CITYUSDT,Manchester City Fan Token/Tether
UBAX:CKBTRY,Nervos Network/Turkish Lira
UBAX:CKBUSDC,Nervos Network/USDC
UBAX:CKBUSDT,Nervos Network/Tether
UBAX:COMBOUSDT,
UBAX:COMPBTC,
UBAX:COMPTRY,Compound/Turkish Lira
UBAX:COMPUSDC,Compound/USDC
UBAX:COMPUSDT,Compound/Tether
UBAX:COOKIEUSDC,Cookie DAO/USDC
UBAX:COOKIEUSDT,Cookie DAO/Tether
UBAX:COSTRY,Contentos/Turkish Lira
UBAX:COSUSDT,Contentos/Tether
UBAX:COTIBTC,
UBAX:COTITRY,COTI/Turkish Lira
UBAX:COTIUSDC,COTI/USDC
UBAX:COTIUSDT,COTI/Tether
UBAX:COWTRY,CoW Protocol/Turkish Lira
UBAX:COWUSDC,CoW Protocol/USDC
UBAX:COWUSDT,CoW Protocol/Tether
UBAX:CROUSDT,
UBAX:CRVBTC,Curve DAO Token/Bitcoin
UBAX:CRVTRY,Curve DAO Token/Turkish Lira
UBAX:CRVUSDC,Curve DAO Token/USDC
UBAX:CRVUSDT,Curve DAO Token/Tether
UBAX:CTKBNB,Shentu/BNB
UBAX:CTKBTC,Shentu/Bitcoin
UBAX:CTKUSDT,Shentu/Tether
UBAX:CTRY,Chainbase/Turkish Lira
UBAX:CTSIBTC,Cartesi/Bitcoin
UBAX:CTSIUSDT,Cartesi/Tether
UBAX:CUSDC,Chainbase/USDC
UBAX:CUSDT,Chainbase/Tether
UBAX:CVCUSDC,Civic/USDC
UBAX:CVCUSDT,Civic/Tether
UBAX:CVXUSDC,
UBAX:CVXUSDT,Convex Finance/Tether
UBAX:CYBERBNB,Cyber/BNB
UBAX:CYBERBTC,Cyber/Bitcoin
UBAX:CYBERETH,Cyber/Ethereum
UBAX:CYBERFDUSD,Cyber/First Digital USD
UBAX:CYBERTRY,Cyber/Turkish Lira
UBAX:CYBERUSDC,Cyber/USDC
UBAX:CYBERUSDT,Cyber/Tether
UBAX:DAIJPY,Dai/Yen
UBAX:DASHBTC,Dash/Bitcoin
UBAX:DASHETH,
UBAX:DASHTRY,Dash/Turkish Lira
UBAX:DASHUSDC,Dash/USDC
UBAX:DASHUSDT,Dash/Tether
UBAX:DATABTC,
UBAX:DATAUSDT,
UBAX:DCRUSDT,Decred/Tether
UBAX:DEGOUSDT,Dego Finance/Tether
UBAX:DENTETH,
UBAX:DENTTRY,Dent/Turkish Lira
UBAX:DENTUSDT,Dent/Tether
UBAX:DEXEUSDT,DeXe/Tether
UBAX:DFUSDC,
UBAX:DFUSDT,
UBAX:DGBUSDT,DigiByte/Tether
UBAX:DIABTC,
UBAX:DIAUSDT,DIA/Tether
UBAX:DNTUSDT,
UBAX:DOCKUSDT,
UBAX:DODOBTC,
UBAX:DODOTRY,DODO/Turkish Lira
UBAX:DODOUSDT,DODO/Tether
UBAX:DOGEBRL,Dogecoin/Brazilian Real
UBAX:DOGEBTC,Dogecoin/Bitcoin
UBAX:DOGEEUR,Dogecoin/Euro
UBAX:DOGEFDUSD,Dogecoin/First Digital USD
UBAX:DOGEIDR,Dogecoin/Rupiah
UBAX:DOGEJPY,Dogecoin/Yen
UBAX:DOGETRY,Dogecoin/Turkish Lira
UBAX:DOGETUSD,
UBAX:DOGEU,Dogecoin/Union
UBAX:DOGEUSD1,Dogecoin/World Liberty Financial USD
UBAX:DOGEUSDC,Dogecoin/USDC
UBAX:DOGEUSDT,Dogecoin/Tether
UBAX:DOGSFDUSD,
UBAX:DOGSIDR,DOGS/Rupiah
UBAX:DOGSTRY,DOGS/Turkish Lira
UBAX:DOGSUSDC,DOGS/USDC
UBAX:DOGSUSDT,DOGS/Tether
UBAX:DOLOBNB,
UBAX:DOLOFDUSD,
UBAX:DOLOTRY,Dolomite/Turkish Lira
UBAX:DOLOUSDC,Dolomite/USDC
UBAX:DOLOUSDT,Dolomite/Tether
UBAX:DOTBNB,Polkadot/BNB
UBAX:DOTBRL,
UBAX:DOTBTC,Polkadot/Bitcoin
UBAX:DOTETH,Polkadot/Ethereum
UBAX:DOTEUR,Polkadot/Euro
UBAX:DOTFDUSD,Polkadot/First Digital USD
UBAX:DOTTRY,Polkadot/Turkish Lira
UBAX:DOTUSDC,Polkadot/USDC
UBAX:DOTUSDT,Polkadot/Tether
UBAX:DTRY,DAR Open Network/Turkish Lira
UBAX:DUSDT,DAR Open Network/Tether
UBAX:DUSKBTC,Dusk/Bitcoin
UBAX:DUSKUSDT,Dusk/Tether
UBAX:DYDXBTC,
UBAX:DYDXFDUSD,
UBAX:DYDXTRY,dYdX/Turkish Lira
UBAX:DYDXUSDC,dYdX/USDC
UBAX:DYDXUSDT,dYdX/Tether
UBAX:DYMTRY,Dymension/Turkish Lira
UBAX:DYMUSDC,Dymension/USDC
UBAX:DYMUSDT,Dymension/Tether
UBAX:EDENBNB,
UBAX:EDENFDUSD,
UBAX:EDENTRY,OpenEden/Turkish Lira
UBAX:EDENUSDC,OpenEden/USDC
UBAX:EDENUSDT,OpenEden/Tether
UBAX:EDUTRY,Open Campus/Turkish Lira
UBAX:EDUUSDT,Open Campus/Tether
UBAX:EGLDBNB,
UBAX:EGLDBTC,MultiversX/Bitcoin
UBAX:EGLDETH,MultiversX/Ethereum
UBAX:EGLDEUR,MultiversX/Euro
UBAX:EGLDFDUSD,
UBAX:EGLDRON,
UBAX:EGLDTRY,MultiversX/Turkish Lira
UBAX:EGLDUSDC,MultiversX/USDC
